Employee_id,Age,Gender,Department,JobRole,Attrition,DistanceFromHome,JobLevel,JobInvolvement,MonthlyIncome,OverTime,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,FirstName,LastName
745,37,Female,Research & Development,Healthcare Representative,Yes,11,2,1,4777,No,0,15,2,1,0,0,Ashtyn,Krajcik
746,55,Male,Research & Development,Healthcare Representative,No,18,2,3,6385,Yes,2,17,3,8,7,7,Guido,Rippin
747,41,Female,Research & Development,Research Director,No,7,5,1,19973,No,2,21,3,21,16,10,Ethyl,Roob
748,38,Male,Sales,Sales Executive,No,3,2,3,6861,Yes,0,19,1,1,0,0,Patrick,Huel
749,26,Male,Sales,Sales Executive,Yes,29,2,1,4969,No,0,7,6,2,2,2,Lavern,Walsh
750,52,Female,Sales,Manager,Yes,2,5,1,19845,No,1,33,3,32,14,9,Ashlee,Carroll
751,44,Female,Sales,Sales Executive,No,28,4,4,13320,Yes,1,23,2,12,11,11,Roberta,Bruen
752,50,Female,Sales,Sales Executive,No,1,2,3,6347,No,1,19,3,18,7,13,Maryse,Bahringer
753,36,Female,Research & Development,Laboratory Technician,Yes,16,1,4,2743,No,0,18,1,17,13,14,Christelle,Metz
754,39,Female,Research & Development,Manufacturing Director,No,22,3,3,10880,Yes,0,21,2,21,6,8,Colleen,Rowe
755,33,Female,Sales,Sales Representative,No,8,1,2,2342,No,0,3,2,2,2,2,Kelly,Reinger
756,45,Female,Sales,Manager,No,11,4,3,17650,No,1,26,4,9,3,1,Kaylin,Effertz
757,32,Female,Research & Development,Laboratory Technician,No,29,1,3,4025,No,0,10,2,8,7,7,Mattie,Gaylord
758,34,Male,Sales,Sales Executive,No,1,2,4,9725,No,1,16,2,15,1,9,Emmett,Cruickshank
759,59,Male,Sales,Manager,No,1,3,3,11904,Yes,1,14,1,6,4,4,Robert,Senger
760,45,Male,Human Resources,Human Resources,No,24,1,3,2177,No,0,6,3,6,3,4,Jesse,Douglas
761,53,Female,Sales,Sales Executive,No,2,3,2,7525,No,1,30,2,15,7,12,Betsy,Veum
762,36,Male,Research & Development,Laboratory Technician,Yes,15,2,3,4834,No,1,9,3,1,0,0,Elwin,Rowe
763,26,Male,Research & Development,Research Scientist,Yes,2,1,3,2042,Yes,1,6,2,3,2,2,Hunter,McCullough
764,34,Female,Sales,Sales Representative,No,10,1,3,2220,Yes,1,1,2,1,1,0,Ernestina,Monahan
765,28,Male,Sales,Sales Representative,No,10,1,3,1052,No,0,1,5,1,0,0,Jaylen,Spencer
766,38,Male,Research & Development,Research Scientist,No,3,1,3,2821,No,1,8,2,2,2,2,Alejandrin,Stamm
767,50,Male,Research & Development,Research Director,No,2,5,3,19237,Yes,1,29,2,8,1,7,Kiel,Lakin
768,37,Female,Research & Development,Healthcare Representative,No,3,2,3,4107,No,0,8,3,4,3,1,Neha,Harber
769,40,Male,Sales,Sales Executive,No,26,2,3,8396,No,1,8,3,7,7,5,Greg,Ernser
770,26,Female,Research & Development,Research Scientist,No,1,1,2,2007,No,2,5,5,5,3,3,Susana,Denesik
771,46,Male,Research & Development,Research Director,No,1,5,3,19627,No,2,23,0,2,2,2,Kennedi,Watsica
772,54,Female,Sales,Sales Executive,No,2,3,2,10686,No,1,13,4,9,4,0,Brielle,Mraz
773,56,Female,Research & Development,Research Scientist,No,9,1,3,2942,No,1,18,4,5,4,3,Candida,Lindgren
774,36,Female,Research & Development,Manufacturing Director,No,12,3,2,8858,No,0,15,2,14,8,8,Eryn,Konopelski
775,55,Male,Research & Development,Manager,No,2,4,2,16756,No,0,31,3,9,7,2,Johan,Oberbrunner
776,43,Male,Sales,Sales Executive,No,25,3,2,10798,No,1,18,5,1,0,0,Olen,Collier
777,20,Female,Sales,Sales Representative,Yes,9,1,3,2323,Yes,0,2,3,2,2,2,Anya,Mohr
778,21,Female,Research & Development,Laboratory Technician,Yes,10,1,2,1416,No,0,1,6,1,0,0,Delia,Mertz
779,46,Female,Research & Development,Research Scientist,No,8,2,2,4615,Yes,3,19,2,16,13,7,Elyssa,Strosin
780,51,Male,Research & Development,Research Scientist,Yes,4,1,3,2461,Yes,3,18,2,10,0,7,Emiliano,Wolff
781,28,Male,Research & Development,Healthcare Representative,Yes,24,3,2,8722,No,0,10,2,10,7,9,Wilfredo,Nikolaus
782,26,Male,Research & Development,Laboratory Technician,No,1,1,2,3955,No,2,6,2,5,3,3,Charlie,Schmitt
783,30,Male,Research & Development,Manufacturing Director,No,20,2,3,9957,No,1,7,1,6,2,2,Jaren,Bosco
784,41,Female,Research & Development,Research Scientist,No,7,1,4,3376,No,0,10,3,10,6,8,Annabell,Greenholt
785,38,Female,Research & Development,Healthcare Representative,No,17,3,2,8823,No,1,20,4,19,9,9,Everette,Hill
786,40,Male,Research & Development,Healthcare Representative,No,20,3,3,10322,No,1,14,6,11,10,1,Dagmar,Cronin
787,27,Male,Research & Development,Laboratory Technician,No,8,1,1,4621,No,3,3,4,3,2,2,Kareem,Cummerata
788,55,Male,Research & Development,Manufacturing Director,No,2,3,3,10976,No,1,23,4,3,2,2,Brent,Oberbrunner
789,28,Female,Research & Development,Research Scientist,No,10,2,3,3660,No,0,10,4,8,7,7,Pascale,McDermott
790,44,Male,Human Resources,Human Resources,Yes,1,3,2,10482,No,1,24,1,20,6,6,Marcel,Abbott
791,33,Male,Research & Development,Healthcare Representative,No,5,3,2,7119,No,1,9,2,3,2,2,Davonte,Erdman
792,35,Male,Sales,Sales Executive,Yes,4,3,3,9582,Yes,0,9,2,8,7,7,Jeffry,Hessel
793,33,Female,Research & Development,Research Scientist,Yes,29,2,2,4508,No,0,14,4,13,7,8,Neha,Kuphal
794,28,Male,Research & Development,Laboratory Technician,No,15,1,3,2207,No,1,4,5,4,2,2,Mckenna,Lowe
795,34,Male,Research & Development,Healthcare Representative,No,3,2,3,7756,No,0,7,1,6,2,4,Gerard,Windler
796,37,Female,Sales,Sales Executive,No,10,2,2,6694,Yes,3,8,5,1,0,0,Carolanne,Koss
797,25,Male,Research & Development,Laboratory Technician,Yes,4,1,3,3691,Yes,1,7,3,7,7,6,Lyric,Harber
798,26,Male,Research & Development,Laboratory Technician,Yes,21,1,3,2377,No,1,1,0,1,1,0,Jaron,Nitzsche
799,33,Male,Research & Development,Research Scientist,Yes,25,1,2,2313,Yes,0,5,0,2,2,2,Jaylon,Koch
800,42,Male,Research & Development,Manager,No,2,4,3,17665,No,1,23,3,22,6,7,Kareem,Koch
801,28,Male,Research & Development,Laboratory Technician,Yes,1,1,2,2596,No,2,1,2,1,0,0,Keagan,Gleichner
802,50,Male,Sales,Sales Executive,Yes,1,2,3,4728,Yes,0,5,4,0,0,0,Presley,Paucek
803,33,Female,Sales,Sales Executive,No,7,2,3,4302,No,1,4,3,3,2,2,Katelyn,Bednar
804,34,Male,Research & Development,Research Scientist,No,3,1,2,2979,No,3,6,2,0,0,0,Maurice,DuBuque
805,48,Male,Research & Development,Manager,No,1,4,4,16885,No,0,27,3,5,4,1,Jamal,Hand
806,45,Female,Sales,Sales Executive,No,9,2,2,5593,No,1,15,2,15,10,12,Destiny,Daugherty
807,52,Male,Research & Development,Healthcare Representative,No,7,3,3,10445,No,0,18,4,8,6,0,Sherwood,Ratke
808,38,Male,Sales,Sales Executive,No,10,3,2,8740,Yes,2,9,2,8,7,7,Wilfred,Hagenes
809,29,Female,Research & Development,Research Scientist,No,28,1,3,2514,No,1,11,1,7,5,7,Kelli,DuBuque
810,28,Female,Research & Development,Manufacturing Director,No,3,3,3,7655,No,3,10,3,9,7,7,Selena,Legros
811,46,Male,Sales,Manager,No,3,4,3,17465,No,1,23,3,12,9,9,Jessy,Kertzmann
812,38,Male,Sales,Sales Executive,No,2,3,3,7351,No,0,10,2,1,0,0,Marley,Sauer
813,43,Female,Research & Development,Manufacturing Director,No,27,3,3,10820,No,1,18,1,8,7,1,Lilla,Feest
814,39,Male,Research & Development,Healthcare Representative,Yes,2,4,3,12169,No,3,21,4,18,7,5,Darius,Wuckert
815,40,Male,Research & Development,Research Director,No,14,5,2,19626,No,0,21,2,20,7,9,Devin,Douglas
816,21,Female,Research & Development,Research Scientist,No,1,1,2,2070,Yes,0,2,6,2,2,2,Lorine,Gusikowski
817,39,Male,Research & Development,Laboratory Technician,No,9,2,3,6782,No,0,9,2,5,4,3,Bart,Mitchell
818,36,Male,Research & Development,Manufacturing Director,No,18,2,3,7779,No,0,18,0,11,9,9,Trevion,Frami
819,31,Male,Sales,Sales Representative,No,20,1,4,2791,No,1,3,4,2,2,2,Colten,Ortiz
820,28,Male,Research & Development,Research Scientist,No,2,1,2,3201,No,0,6,2,5,3,4,Imani,Emmerich
821,35,Male,Sales,Sales Executive,No,11,2,3,4968,No,1,5,3,5,2,2,Wendell,VonRueden
822,49,Male,Sales,Sales Executive,No,8,4,2,13120,No,1,22,3,9,8,3,Leone,Windler
823,34,Male,Research & Development,Manufacturing Director,No,2,2,3,4033,No,0,5,3,3,2,2,Ottis,Schinner
824,29,Female,Research & Development,Research Scientist,No,10,1,3,3291,No,2,8,2,7,5,1,Elnora,Hilpert
825,42,Male,Research & Development,Laboratory Technician,No,29,2,1,4272,No,0,16,3,1,0,0,Murl,Effertz
826,29,Male,Research & Development,Manufacturing Director,No,8,2,2,5056,Yes,1,10,2,10,7,2,Garland,Okuneva
827,38,Male,Human Resources,Human Resources,No,1,1,4,2844,No,1,7,2,7,6,0,Roman,West
828,28,Male,Research & Development,Research Scientist,No,6,1,2,2703,Yes,1,3,2,3,1,2,Clint,Kessler
829,18,Male,Research & Development,Laboratory Technician,Yes,8,1,3,1904,No,0,0,0,0,0,0,Anibal,Deckow
830,33,Female,Sales,Sales Executive,Yes,9,2,3,8224,Yes,0,6,3,5,2,3,Karelle,Donnelly
831,41,Male,Research & Development,Laboratory Technician,No,12,1,3,4766,Yes,1,6,4,1,0,0,Ludwig,Deckow
832,31,Male,Research & Development,Laboratory Technician,Yes,15,1,3,2610,No,1,2,5,2,2,2,Samir,Johns
833,37,Female,Research & Development,Healthcare Representative,No,25,2,2,5731,No,2,9,2,6,2,3,Verla,Kunze
834,27,Male,Research & Development,Research Scientist,No,6,1,2,2539,No,1,4,0,4,2,2,Lucius,Cremin
835,34,Female,Sales,Sales Executive,No,9,2,3,5714,No,0,6,3,6,5,3,Alexanne,Ebert
836,35,Male,Human Resources,Human Resources,No,8,1,3,4323,No,0,6,2,5,4,4,Dangelo,Mitchell
837,29,Female,Sales,Sales Executive,Yes,23,3,2,7336,No,1,11,3,11,8,10,Cali,Conn
838,40,Female,Research & Development,Research Director,No,9,3,3,13499,No,0,20,3,18,7,13,Ophelia,Torphy
839,42,Male,Sales,Sales Executive,Yes,12,4,3,13758,Yes,0,22,2,21,9,14,Everett,Crona
840,42,Male,Sales,Sales Executive,No,4,2,3,5155,No,0,9,3,6,4,5,Percy,Hintz
841,35,Male,Research & Development,Laboratory Technician,No,1,1,2,2258,No,1,10,2,8,0,7,Paul,Price
842,24,Male,Research & Development,Laboratory Technician,No,24,1,3,3597,No,0,6,2,4,3,2,Parker,DAmore
843,28,Female,Research & Development,Laboratory Technician,Yes,12,1,3,2515,Yes,0,1,4,1,1,0,Lavonne,Carter
844,26,Male,Research & Development,Laboratory Technician,No,3,1,4,4420,No,1,8,2,8,7,7,Carey,Heidenreich
845,30,Male,Sales,Sales Executive,No,10,2,2,6578,No,1,10,3,10,3,4,Odell,McCullough
846,40,Female,Research & Development,Research Scientist,No,26,2,2,4422,Yes,1,16,3,1,1,0,Clemmie,Bashirian
847,35,Male,Research & Development,Manufacturing Director,No,2,3,2,10274,No,1,15,2,7,7,4,Rupert,Ernser
848,34,Male,Research & Development,Healthcare Representative,No,1,2,2,5343,No,0,14,3,13,9,9,Elmo,Heaney
849,35,Male,Research & Development,Laboratory Technician,No,4,1,2,2376,No,1,2,2,2,2,2,Cristobal,Bartell
850,43,Female,Sales,Sales Executive,Yes,9,2,1,5346,No,0,7,2,4,3,3,Hallie,Kreiger
851,32,Female,Sales,Sales Representative,No,2,1,3,2827,No,3,1,3,1,0,0,Carley,Cremin
852,56,Female,Research & Development,Manager,No,4,5,3,19943,No,1,28,2,5,2,2,Carissa,Zboncak
853,29,Female,Research & Development,Laboratory Technician,No,6,1,3,3131,No,1,10,5,10,8,8,Audra,Hoeger
854,19,Male,Research & Development,Research Scientist,No,9,1,3,2552,No,0,1,4,1,1,0,Isaiah,Treutel
855,45,Female,Research & Development,Research Scientist,No,7,1,3,4477,Yes,1,7,2,3,2,2,Nora,Bartell
856,37,Female,Research & Development,Manufacturing Director,No,1,2,2,6474,No,1,14,2,14,8,11,Ivy,Rippin
857,20,Male,Research & Development,Laboratory Technician,No,3,1,2,3033,No,0,2,2,2,2,2,Moriah,OKon
858,44,Male,Research & Development,Research Scientist,Yes,10,1,3,2936,Yes,0,6,4,6,4,2,Sherwood,Schultz
859,53,Female,Research & Development,Manager,No,7,5,3,18606,No,1,26,6,7,7,7,Lou,Bode
860,29,Female,Research & Development,Research Scientist,No,15,1,1,2168,Yes,1,6,2,5,4,3,Jaqueline,Monahan
861,22,Male,Research & Development,Research Scientist,Yes,3,1,2,2853,Yes,1,1,5,0,0,0,Wellington,Schamberger
862,46,Female,Sales,Manager,No,2,4,3,17048,No,0,28,2,26,15,9,Maegan,Medhurst
863,44,Male,Research & Development,Research Scientist,No,17,1,1,2290,No,0,6,3,0,0,0,Collin,Heaney
864,33,Male,Human Resources,Human Resources,No,2,1,3,3600,No,1,5,2,5,4,4,Darrick,Oberbrunner
865,41,Male,Research & Development,Research Scientist,Yes,5,1,2,2107,No,1,5,2,1,0,0,Nico,Altenwerth
866,30,Male,Sales,Sales Executive,No,29,2,3,4115,No,3,8,3,4,3,3,Judson,Hermann
867,40,Male,Sales,Sales Executive,No,2,2,3,4327,No,3,5,2,0,0,0,Waino,Hamill
868,50,Female,Research & Development,Manager,No,2,4,3,17856,No,1,32,3,2,2,2,Cassandra,Heidenreich
869,28,Male,Research & Development,Laboratory Technician,No,19,1,2,3196,No,3,6,2,6,5,3,Ceasar,Leannon
870,46,Male,Research & Development,Research Director,No,15,5,3,19081,No,1,25,2,4,2,3,Justus,Dietrich
871,35,Male,Sales,Sales Executive,No,17,2,3,8966,Yes,3,15,2,7,7,7,Jalen,OKeefe
872,24,Female,Research & Development,Laboratory Technician,Yes,17,1,3,2210,No,1,1,3,1,0,0,Karli,Swift
873,33,Female,Sales,Sales Executive,No,25,2,3,4539,No,1,10,3,10,7,1,Pamela,Tillman
874,36,Male,Research & Development,Laboratory Technician,No,6,1,1,2741,No,1,7,4,7,7,7,Eloy,Barrows
875,30,Male,Research & Development,Laboratory Technician,No,7,2,3,3491,No,3,10,4,10,7,9,Eusebio,Torp
876,44,Male,Research & Development,Research Scientist,No,29,2,3,4541,No,0,20,3,20,11,17,Kaley,Jast
877,20,Male,Sales,Sales Representative,No,21,1,4,2678,No,0,2,2,2,1,2,Brendan,Huel
878,46,Male,Research & Development,Manufacturing Director,No,2,2,3,7379,No,1,12,3,6,3,4,Kian,Spencer
879,42,Male,Human Resources,Human Resources,No,2,2,4,6272,No,1,10,3,4,3,3,Adalberto,Schowalter
880,60,Male,Sales,Sales Executive,No,7,2,4,5220,Yes,1,12,3,11,7,9,Pierce,Mayer
881,32,Female,Research & Development,Laboratory Technician,No,13,1,2,2743,No,1,2,2,2,2,2,Sarina,Stehr
882,32,Female,Research & Development,Research Scientist,No,2,2,3,4998,Yes,0,10,2,8,7,7,Oma,Gutkowski
883,36,Female,Research & Development,Manufacturing Director,No,1,3,1,10252,Yes,1,17,2,7,7,7,Abigail,Feest
884,33,Male,Research & Development,Research Scientist,No,9,1,3,2781,No,1,15,5,14,10,10,Avery,Stokes
885,40,Female,Sales,Sales Executive,No,10,2,2,6852,No,1,7,2,5,1,3,Belle,Gibson
886,25,Male,Sales,Sales Executive,No,10,2,3,4950,No,0,5,4,4,3,1,Jerad,Barton
887,30,Male,Research & Development,Research Scientist,No,1,1,3,3579,Yes,1,12,2,11,9,7,Green,Fay
888,42,Female,Research & Development,Research Director,No,26,3,3,13191,Yes,0,20,6,1,0,0,Zelma,Sawayn
889,35,Female,Sales,Sales Executive,No,8,3,2,10377,Yes,1,16,6,13,2,12,Glenda,Nader
890,27,Male,Research & Development,Research Scientist,No,14,1,3,2235,Yes,2,9,3,9,7,8,Nico,West
891,54,Female,Research & Development,Manufacturing Director,No,1,3,3,10502,No,1,33,2,5,4,4,Dayana,Walker
892,44,Female,Research & Development,Research Scientist,No,2,1,4,2011,No,1,10,5,10,5,7,Raquel,OConnell
893,19,Female,Research & Development,Research Scientist,Yes,10,1,2,1859,Yes,0,1,2,1,1,0,Celestine,Steuber
894,29,Female,Research & Development,Research Scientist,No,1,1,3,3760,No,3,3,5,3,2,2,Jude,Powlowski
895,54,Male,Research & Development,Research Director,No,3,4,3,17779,No,0,36,2,10,9,9,Joany,Powlowski
896,31,Male,Research & Development,Healthcare Representative,No,11,2,3,6833,Yes,0,6,2,6,5,1,Carson,Rice
897,31,Female,Research & Development,Healthcare Representative,No,24,2,2,6812,No,0,10,2,10,9,8,Aletha,Hills
898,59,Female,Sales,Sales Executive,No,3,2,2,5171,No,0,13,2,6,1,5,Jessika,Gislason
899,43,Male,Research & Development,Research Director,No,3,5,1,19740,No,1,25,2,8,7,7,Colten,Adams
900,49,Male,Research & Development,Manager,No,4,5,2,18711,No,1,23,2,1,0,0,Keeley,Schmitt
901,36,Male,Research & Development,Research Scientist,No,3,1,3,3692,No,0,12,2,11,10,7,Hilbert,Weimann
902,48,Male,Research & Development,Laboratory Technician,No,2,1,4,2559,No,0,7,4,1,0,0,Gay,Kiehn
903,27,Male,Research & Development,Research Scientist,No,4,1,3,2517,No,3,5,2,5,3,3,Jordon,Harvey
904,29,Male,Research & Development,Healthcare Representative,No,7,2,3,6623,Yes,2,6,2,6,0,0,Rigoberto,Hodkiewicz
905,48,Male,Research & Development,Research Director,No,1,5,2,18265,No,0,25,3,1,0,0,Sherwood,Hilpert
906,29,Female,Research & Development,Research Director,No,1,4,2,16124,No,2,9,2,7,7,7,Hope,Mayert
907,34,Female,Research & Development,Research Scientist,No,20,1,4,2585,No,0,2,5,1,0,0,Lenore,White
908,44,Male,Sales,Manager,No,5,5,3,18213,No,1,26,5,22,9,10,Alexandro,Ryan
909,33,Male,Sales,Sales Executive,No,10,3,4,8380,Yes,2,10,3,9,8,8,Darrell,Rippin
910,19,Female,Research & Development,Research Scientist,No,25,1,4,2994,Yes,0,1,2,1,0,1,Shannon,Eichmann
911,23,Male,Research & Development,Research Scientist,No,1,1,3,1223,No,1,1,2,1,0,1,Leo,Labadie
912,25,Male,Sales,Sales Representative,Yes,24,1,1,1118,Yes,0,1,4,1,0,0,Johann,Kerluke
913,26,Male,Research & Development,Research Scientist,No,4,1,3,2875,Yes,0,8,2,8,5,2,Brady,Kuhn
914,45,Female,Sales,Manager,Yes,2,5,1,18824,Yes,0,26,2,24,10,11,Sunny,Corkery
915,55,Male,Research & Development,Healthcare Representative,No,8,4,2,13577,Yes,1,34,3,33,9,0,Norris,Rodriguez
916,21,Female,Research & Development,Laboratory Technician,Yes,10,1,2,2625,No,0,2,2,2,2,2,Isobel,Schulist
917,46,Female,Sales,Manager,No,4,5,2,18789,No,1,26,2,11,4,8,Leora,Stiedemann
918,34,Female,Sales,Sales Executive,No,2,2,3,4538,Yes,0,4,3,3,2,2,Frederique,Weimann
919,51,Male,Sales,Manager,No,9,5,3,19847,Yes,1,31,5,29,10,10,Kristofer,Kunze
920,59,Male,Research & Development,Manufacturing Director,No,18,3,3,10512,No,0,25,6,9,7,4,Sterling,Kris
921,34,Female,Research & Development,Laboratory Technician,No,19,2,3,4444,No,2,15,2,11,8,10,Daphnee,Pfeffer
922,28,Male,Research & Development,Laboratory Technician,No,1,1,3,2154,Yes,0,5,2,4,2,2,Edison,Koch
923,44,Male,Research & Development,Manager,No,4,5,4,19190,No,2,26,4,25,9,13,Valentin,Pacocha
924,34,Male,Human Resources,Human Resources,No,11,2,2,4490,No,2,14,5,10,9,8,Skylar,Hyatt
925,35,Male,Research & Development,Research Scientist,No,6,1,3,3506,Yes,0,4,3,3,2,2,Godfrey,Beatty
926,42,Female,Research & Development,Research Scientist,No,7,2,4,2372,Yes,0,18,2,1,0,0,Veda,Nicolas
927,43,Female,Sales,Sales Executive,No,4,3,2,10231,No,0,23,3,21,7,17,Kiarra,Windler
928,36,Female,Research & Development,Manufacturing Director,No,2,2,3,5410,Yes,0,18,2,16,14,12,Maria,Mills
929,44,Female,Research & Development,Healthcare Representative,Yes,15,3,3,7978,No,1,10,2,10,7,5,Leonora,Padberg
930,28,Male,Research & Development,Laboratory Technician,No,2,1,2,3867,Yes,1,2,2,2,2,2,Kayleigh,Howell
931,51,Female,Research & Development,Laboratory Technician,No,6,1,2,2838,No,0,8,6,7,0,7,Nella,Towne
932,30,Female,Research & Development,Manufacturing Director,No,9,2,3,4695,Yes,0,10,3,8,4,7,Anne,Durgan
933,29,Female,Research & Development,Laboratory Technician,Yes,7,1,3,3339,Yes,2,10,2,7,7,7,Rachael,Armstrong
934,28,Male,Research & Development,Research Scientist,No,1,1,3,2080,No,0,5,2,3,2,2,Joshua,Ratke
935,25,Female,Research & Development,Research Scientist,No,1,1,3,2096,No,0,2,3,2,2,1,Vita,Haag
936,32,Male,Sales,Sales Executive,No,8,2,4,6209,No,2,10,4,10,7,8,Jerome,Rutherford
937,45,Female,Research & Development,Manager,No,25,5,3,18061,No,0,22,4,0,0,0,Graciela,Lesch
938,39,Female,Research & Development,Manager,No,13,4,2,17123,Yes,2,21,4,19,9,2,Rachael,Boehm
939,58,Male,Research & Development,Research Scientist,No,23,1,3,2372,No,2,2,3,2,2,2,Gaston,Miller
940,32,Male,Research & Development,Laboratory Technician,Yes,7,2,3,4883,No,1,10,3,10,4,1,Dustin,Pfannerstill
941,39,Male,Research & Development,Research Scientist,Yes,23,1,3,3904,No,0,6,2,5,2,3,Brycen,Kirlin
942,30,Female,Research & Development,Laboratory Technician,No,6,2,2,4627,No,1,10,6,9,2,7,Lola,Anderson
943,36,Female,Research & Development,Healthcare Representative,No,10,3,3,7094,No,0,10,0,7,7,7,Ora,Champlin
944,46,Female,Human Resources,Human Resources,No,1,1,3,3423,No,0,10,3,7,6,7,Letitia,Pagac
945,28,Female,Research & Development,Laboratory Technician,No,1,2,1,6674,No,3,10,6,9,8,5,Santina,Waelchi
946,50,Female,Research & Development,Research Director,No,28,4,3,16880,Yes,0,25,2,3,2,2,Lucienne,Turcotte
947,40,Male,Sales,Sales Executive,Yes,25,3,2,9094,Yes,0,9,2,5,4,0,Major,Johnston
948,52,Male,Sales,Sales Executive,Yes,5,3,3,8446,Yes,0,10,2,8,7,7,Melvina,Lynch
949,30,Female,Research & Development,Manager,No,17,3,3,11916,Yes,2,9,2,9,1,8,Zoie,Nolan
950,39,Male,Research & Development,Manufacturing Director,No,18,2,3,4534,No,0,9,6,8,7,7,Declan,Yost
951,31,Female,Sales,Sales Executive,No,2,3,3,9852,Yes,1,10,5,10,8,6,Tabitha,Volkman
952,41,Male,Sales,Sales Executive,No,10,2,1,6151,No,0,19,4,19,2,9,Michael,Klein
953,31,Female,Sales,Sales Representative,Yes,1,1,3,2302,Yes,0,3,2,3,2,2,Dahlia,Volkman
954,44,Male,Research & Development,Laboratory Technician,Yes,3,1,3,2362,No,0,10,4,3,2,2,Unique,Mertz
955,42,Male,Research & Development,Manager,No,2,4,3,17861,Yes,0,21,3,20,8,10,Bobby,Weber
956,55,Female,Research & Development,Manager,No,2,5,1,19187,No,1,23,5,19,9,11,Bernadette,Rodriguez
957,56,Male,Human Resources,Manager,No,8,5,3,19717,No,0,36,4,7,3,7,Jose,Konopelski
958,40,Male,Research & Development,Research Scientist,No,16,1,3,3544,No,1,6,0,4,2,0,Warren,Nicolas
959,34,Male,Research & Development,Healthcare Representative,No,9,3,3,8500,No,1,10,0,9,7,6,Bernardo,Raynor
960,40,Male,Research & Development,Research Scientist,No,2,2,3,4661,No,0,9,4,9,8,8,Magnus,Reinger
961,41,Female,Sales,Sales Executive,No,1,2,3,4103,No,1,10,2,9,3,7,Dannie,Conn
962,35,Male,Research & Development,Research Scientist,No,4,2,3,4249,Yes,0,9,3,9,6,1,Ansley,Reynolds
963,51,Male,Human Resources,Manager,No,5,4,3,14026,Yes,1,33,2,33,9,10,Dennis,Rice
964,38,Female,Sales,Sales Executive,No,2,2,3,6893,No,1,11,3,7,7,7,Megane,Davis
965,34,Female,Sales,Sales Executive,No,15,2,3,6125,No,0,10,6,10,8,6,Giovanna,Emmerich
966,25,Male,Research & Development,Laboratory Technician,No,19,1,3,3669,No,3,7,6,3,2,2,Victor,Gulgowski
967,58,Female,Research & Development,Manufacturing Director,Yes,7,3,2,10008,Yes,0,31,0,10,9,9,Aisha,Deckow
968,40,Male,Research & Development,Laboratory Technician,No,1,1,3,2387,No,1,7,3,4,2,3,Jasmin,Beahan
969,36,Female,Sales,Sales Executive,No,7,2,4,4639,No,1,17,2,15,7,13,Adriana,Zieme
970,48,Male,Research & Development,Manufacturing Director,No,4,3,3,7898,No,0,11,2,10,9,8,Kay,Boyer
971,27,Female,Sales,Sales Representative,No,11,1,4,2534,No,1,5,4,1,0,0,Adele,Rippin
972,51,Female,Research & Development,Manufacturing Director,No,11,4,2,13142,No,0,29,1,5,2,3,Anika,Bartoletti
973,18,Female,Research & Development,Laboratory Technician,No,1,1,3,1611,No,0,0,5,0,0,0,Nicole,Kautzer
974,35,Female,Research & Development,Laboratory Technician,No,1,2,2,5363,No,1,10,0,9,7,0,Makayla,Braun
975,27,Male,Sales,Sales Executive,No,2,2,1,5071,No,0,8,3,6,2,0,Sylvan,Douglas
976,55,Male,Sales,Sales Executive,Yes,13,4,4,13695,Yes,0,24,2,19,7,8,Hipolito,Schaefer
977,56,Male,Research & Development,Manufacturing Director,No,23,4,3,13402,Yes,1,33,0,19,16,9,Braden,Mosciski
978,34,Female,Research & Development,Research Scientist,No,26,1,2,2029,No,3,5,2,5,4,0,Karine,Johnston
979,40,Female,Research & Development,Healthcare Representative,No,2,2,4,6377,No,3,15,0,12,11,8,Maybelle,Block
980,34,Male,Research & Development,Laboratory Technician,No,29,2,3,5429,No,2,10,1,8,7,7,Deondre,Daniel
981,31,Female,Sales,Sales Representative,Yes,2,1,2,2785,No,0,3,3,1,0,0,Gregoria,Jaskolski
982,35,Female,Sales,Sales Executive,Yes,18,2,3,4614,Yes,1,5,0,4,2,2,Sarai,Hammes
983,38,Male,Research & Development,Research Scientist,No,7,1,4,2610,No,3,4,2,4,2,3,Micheal,Considine
984,34,Female,Research & Development,Healthcare Representative,No,2,2,3,6687,No,0,14,2,14,11,11,Wava,Glover
985,28,Male,Sales,Sales Executive,No,26,2,2,4724,No,1,5,0,5,3,4,Angel,Olson
986,31,Male,Research & Development,Manufacturing Director,Yes,22,2,3,6179,Yes,2,10,3,10,2,7,Casimir,Smith
987,39,Male,Sales,Sales Executive,No,21,2,2,6120,Yes,2,8,2,5,4,4,Fidel,Huel
988,51,Male,Sales,Sales Executive,No,2,3,3,10596,No,0,14,5,4,2,2,Aidan,Hand
989,41,Female,Research & Development,Research Scientist,No,22,2,3,5467,Yes,2,12,4,6,2,3,Eldora,Schoen
990,37,Male,Research & Development,Research Scientist,No,4,1,3,2996,Yes,0,8,2,6,4,3,Mac,Herman
991,33,Male,Sales,Sales Executive,No,5,2,3,9998,No,0,8,2,5,4,2,Ottis,Green
992,32,Male,Sales,Sales Executive,No,2,2,3,4078,Yes,3,4,3,3,2,2,Ernesto,Rippin
993,39,Male,Research & Development,Healthcare Representative,No,25,3,3,10920,No,1,13,2,6,4,5,Michael,Shanahan
